,Column file,columns=5,rows=1600,generated by singlesinge_Signal, 
171,,,1.0,,-0.0016893958368823015
172,,,1.0,,-0.002186593252637013
173,,,1.0,,-0.002682749968428962
174,,,1.0,,-0.00317762984053319
175,,,1.0,,-0.003670997332933178
176,,,1.0,,-0.004162617629423238
177,,,1.0,,-0.004652256745368307
178,,,1.0,,-0.005139681639067959
179,,,1.0,,-0.005624660322671639
180,,,1.0,,-0.006106961972592306
181,,,1.0,,-0.00658635703936597
182,,,1.0,,-0.007062617356904796
183,,,1.0,,-0.007535516251091807
184,,,1.0,,-0.00800482864766549
185,,,1.0,,-0.008470331179342948
186,,,1.0,,-0.008931802292130633
187,,,1.0,,-0.009389022350772054
188,,,1.0,,-0.00984177374328225
189,,,1.0,,-0.01028984098451932
190,,,1.0,,-0.010733010818743676
191,,,1.0,,-0.011171072321116225
192,,,1.0,,-0.01160381699808717
193,,,1.0,,-0.012031038886627644
194,,,1.0,,-0.012452534652256956
195,,,1.0,,-0.012868103685818814
196,,,1.0,,-0.013277548198960374
197,,,1.0,,-0.013680673318268827
198,,,1.0,,-0.014077287178020563
199,,,1.0,,-0.014467201011498877
200,,,1.0,,-0.014850229240836689
201,,,1.0,,-0.015226189565341582
202,,,1.0,,-0.01559490304826103
203,,,1.0,,-0.015956194201946623
204,,,1.0,,-0.01630989107137666
205,,,1.0,,-0.016655825315997463
206,,,1.0,,-0.016993832289844316
207,,,1.0,,-0.017323751119904075
208,,,1.0,,-0.017645424782681968
209,,,1.0,,-0.017958700178936304
210,,,1.0,,-0.0182634282065454
211,,,1.0,,-0.018559463831472136
212,,,1.0,,-0.018846666156792275
213,,,1.0,,-0.019124898489753794
214,,,1.0,,-0.019394028406835215
215,,,1.0,,-0.019653927816772037
216,,,1.0,,-0.019904473021521228
217,,,1.0,,-0.020145544775134822
218,,,1.0,,-0.020377028340514487
219,,,1.0,,-0.02059881354402022
220,,,1.0,,-0.020810794827906993
221,,,1.0,,-0.02101287130056455
222,,,1.0,,-0.021204946784536327
223,,,1.0,,-0.021386929862294728
224,,,1.0,,-0.021558733919750904
225,,,1.0,,-0.021720277187478394
226,,,1.0,,-0.021871482779630906
227,,,1.0,,-0.022012278730535843
228,,,1.0,,-0.02214259802894606
229,,,1.0,,-0.022262378649933582
230,,,1.0,,-0.022371563584410115
231,,,1.0,,-0.022470100866260286
232,,,1.0,,-0.022557943597074696
233,,,1.0,,-0.02263504996847102
234,,,1.0,,-0.022701383281992546
235,,,1.0,,-0.02275691196657463
236,,,1.0,,-0.022801609593570842
237,,,1.0,,-0.02283545488933154
238,,,1.0,,-0.022858431745329005
239,,,1.0,,-0.022870529225824204
240,,,1.0,,-0.02287174157307161
241,,,1.0,,-0.022862068210059597
242,,,1.0,,-0.02284151374078506
243,,,1.0,,-0.022810087948062135
244,,,1.0,,-0.02276780578886615
245,,,1.0,,-0.02271468738721489
246,,,1.0,,-0.02265075802459065
247,,,1.0,,-0.022576048127907644
248,,,1.0,,-0.022490593255030417
249,,,1.0,,-0.022394434077850234
250,,,1.0,,-0.022287616362927472
251,,,1.0,,-0.02217019094970921
252,,,1.0,,-0.022042213726332395
253,,,1.0,,-0.021903745603024133
254,,,1.0,,-0.021754852483111712
255,,,1.0,,-0.021595605231656188
256,,,1.0,,-0.02142607964172444
257,,,1.0,,-0.02124635639831582
258,,,1.0,,-0.021056521039960394
259,,,1.0,,-0.0208566639180073
260,,,1.0,,-0.02064688015362236
261,,,1.0,,-0.020427269592515573
262,,,1.0,,-0.020197936757419953
263,,,1.0,,-0.019958990798344386
264,,,1.0,,-0.01971054544062412
265,,,1.0,,-0.019452718930793672
266,,,1.0,,-0.01918563398030788
267,,,1.0,,-0.018909417707137922
268,,,1.0,,-0.018624201575269984
269,,,1.0,,-0.01833012133213559
270,,,1.0,,-0.018027316944003145
271,,,1.0,,-0.01771593252936155
272,,,1.0,,-0.017396116290327678
273,,,1.0,,-0.01706802044211009
274,,,1.0,,-0.01673180114056295
275,,,1.0,,-0.01638761840786421
276,,,1.0,,-0.016035636056353757
277,,,1.0,,-0.015676021610567616
278,,,1.0,,-0.015308946227505326
279,,,1.0,,-0.014934584615168485
280,,,1.0,,-0.014553114949409212
281,,,1.0,,-0.01416471878912808
282,,,1.0,,-0.013769580989861918
283,,,1.0,,-0.013367889615802585
284,,,1.0,,-0.01295983585028859
285,,,1.0,,-0.012545613904812231
286,,,1.0,,-0.01212542092658533
287,,,1.0,,-0.011699456904707977
288,,,1.0,,-0.011267924574984451
289,,,1.0,,-0.01083102932343196
290,,,1.0,,-0.010388979088528113
291,,,1.0,,-0.009941984262243327
292,,,1.0,,-0.009490257589905782
293,,,1.0,,-0.009034014068946068
294,,,1.0,,-0.008573470846570093
295,,,1.0,,-0.008108847116408776
296,,,1.0,,-0.0076403640141937314
297,,,1.0,,-0.007168244512508658
298,,,1.0,,-0.0066927133146664495
299,,,1.0,,-0.006213996747762596
300,,,1.0,,-0.005732322654955741
301,,,1.0,,-0.005247920287026682
302,,,1.0,,-0.0047610201932673955
303,,,1.0,,-0.004271854111752121
304,,,1.0,,-0.0037806548590424752
305,,,1.0,,-0.003287656219379525
306,,,1.0,,-0.0027930928334150037
307,,,1.0,,-0.002297200086535166
308,,,1.0,,-0.0018002139968300971
309,,,1.0,,-0.0013023711027617796
310,,,1.0,,-0.0008039083505847398
311,,,1.0,,-0.0003050629815723516
312,,,1.0,,0.00019392758089710937
313,,,1.0,,0.0006928258443411458
314,,,1.0,,0.0011913943602065975
315,,,1.0,,0.001689395836882293
316,,,1.0,,0.002186593252637004
317,,,1.0,,0.0026827499684289524
318,,,1.0,,0.00317762984053318
319,,,1.0,,0.0036709973329331676
320,,,1.0,,0.004162617629423236
321,,,1.0,,0.0046522567453682944
322,,,1.0,,0.005139681639067957
323,,,1.0,,0.0056246603226716265
324,,,1.0,,0.006106961972592293
325,,,1.0,,0.006586357039365968
326,,,1.0,,0.007062617356904783
327,,,1.0,,0.007535516251091803
328,,,1.0,,0.008004828647665486
329,,,1.0,,0.008470331179342941
330,,,1.0,,0.008931802292130628
331,,,1.0,,0.009389022350772047
332,,,1.0,,0.009841773743282243
333,,,1.0,,0.010289840984519313
334,,,1.0,,0.010733010818743668
335,,,1.0,,0.011171072321116216
336,,,1.0,,0.01160381699808716
337,,,1.0,,0.01203103888662763
338,,,1.0,,0.012452534652256956
339,,,1.0,,0.012868103685818803
340,,,1.0,,0.013277548198960362
341,,,1.0,,0.013680673318268815
342,,,1.0,,0.014077287178020552
343,,,1.0,,0.014467201011498872
344,,,1.0,,0.014850229240836687
345,,,1.0,,0.015226189565341572
346,,,1.0,,0.015594903048261019
347,,,1.0,,0.015956194201946616
348,,,1.0,,0.016309891071376655
349,,,1.0,,0.016655825315997463
350,,,1.0,,0.016993832289844305
351,,,1.0,,0.01732375111990406
352,,,1.0,,0.017645424782681964
353,,,1.0,,0.017958700178936304
354,,,1.0,,0.018263428206545394
355,,,1.0,,0.018559463831472122
356,,,1.0,,0.018846666156792268
357,,,1.0,,0.01912489848975379
358,,,1.0,,0.01939402840683521
359,,,1.0,,0.019653927816772034
360,,,1.0,,0.01990447302152122
361,,,1.0,,0.020145544775134805
362,,,1.0,,0.02037702834051448
363,,,1.0,,0.02059881354402022
364,,,1.0,,0.020810794827906997
365,,,1.0,,0.021012871300564548
366,,,1.0,,0.02120494678453632
367,,,1.0,,0.02138692986229472
368,,,1.0,,0.021558733919750904
369,,,1.0,,0.02172027718747839
370,,,1.0,,0.021871482779630906
371,,,1.0,,0.02201227873053584
372,,,1.0,,0.022142598028946057
373,,,1.0,,0.02226237864993358
374,,,1.0,,0.022371563584410115
375,,,1.0,,0.02247010086626029
376,,,1.0,,0.022557943597074692
377,,,1.0,,0.02263504996847102
378,,,1.0,,0.022701383281992542
379,,,1.0,,0.022756911966574627
380,,,1.0,,0.02280160959357084
381,,,1.0,,0.02283545488933154
382,,,1.0,,0.022858431745329005
383,,,1.0,,0.0228705292258242
384,,,1.0,,0.02287174157307161
385,,,1.0,,0.022862068210059597
386,,,1.0,,0.02284151374078506
387,,,1.0,,0.022810087948062135
388,,,1.0,,0.02276780578886615
389,,,1.0,,0.02271468738721489
390,,,1.0,,0.022650758024590652
391,,,1.0,,0.022576048127907648
392,,,1.0,,0.022490593255030417
393,,,1.0,,0.022394434077850234
394,,,1.0,,0.022287616362927476
395,,,1.0,,0.02217019094970921
396,,,1.0,,0.0220422137263324
397,,,1.0,,0.02190374560302414
398,,,1.0,,0.02175485248311172
399,,,1.0,,0.021595605231656188
400,,,1.0,,0.02142607964172444
401,,,1.0,,0.02124635639831583
402,,,1.0,,0.0210565210399604
403,,,1.0,,0.020856663918007303
404,,,1.0,,0.020646880153622357
405,,,1.0,,0.020427269592515573
406,,,1.0,,0.02019793675741995
407,,,1.0,,0.019958990798344386
408,,,1.0,,0.019710545440624123
409,,,1.0,,0.019452718930793672
410,,,1.0,,0.019185633980307884
411,,,1.0,,0.018909417707137915
412,,,1.0,,0.018624201575269995
413,,,1.0,,0.018330121332135598
414,,,1.0,,0.01802731694400314
415,,,1.0,,0.01771593252936156
416,,,1.0,,0.017396116290327675
417,,,1.0,,0.0170680204421101
418,,,1.0,,0.01673180114056295
419,,,1.0,,0.01638761840786422
420,,,1.0,,0.01603563605635376
421,,,1.0,,0.015676021610567612
422,,,1.0,,0.015308946227505327
423,,,1.0,,0.014934584615168493
424,,,1.0,,0.014553114949409215
425,,,1.0,,0.014164718789128075
426,,,1.0,,0.013769580989861922
427,,,1.0,,0.013367889615802594
428,,,1.0,,0.012959835850288601
429,,,1.0,,0.012545613904812224
430,,,1.0,,0.012125420926585343
431,,,1.0,,0.011699456904707979
432,,,1.0,,0.011267924574984453
433,,,1.0,,0.010831029323431982
434,,,1.0,,0.010388979088528115
435,,,1.0,,0.009941984262243329
436,,,1.0,,0.009490257589905775
437,,,1.0,,0.009034014068946088
438,,,1.0,,0.008573470846570107
439,,,1.0,,0.008108847116408777
440,,,1.0,,0.007640364014193725
441,,,1.0,,0.00716824451250866
442,,,1.0,,0.006692713314666462
443,,,1.0,,0.006213996747762599
444,,,1.0,,0.005732322654955754
445,,,1.0,,0.005247920287026685
446,,,1.0,,0.004761020193267398
447,,,1.0,,0.004271854111752104
448,,,1.0,,0.0037806548590424986
449,,,1.0,,0.003287656219379528
450,,,1.0,,0.0027930928334149964
451,,,1.0,,0.002297200086535179
452,,,1.0,,0.0018002139968300898
453,,,1.0,,0.0013023711027617924
454,,,1.0,,0.0008039083505847424
455,,,1.0,,0.0003050629815723645
456,,,0.0,,-0.0
457,,,0.0,,-0.0
458,,,0.0,,-0.0
459,,,0.0,,-0.0
460,,,0.0,,-0.0
461,,,0.0,,-0.0
462,,,0.0,,-0.0
463,,,0.0,,-0.0
464,,,0.0,,-0.0
465,,,0.0,,-0.0
466,,,0.0,,-0.0
467,,,0.0,,-0.0
468,,,0.0,,-0.0
469,,,0.0,,-0.0
470,,,0.0,,-0.0
471,,,0.0,,-0.0
472,,,0.0,,-0.0
473,,,0.0,,-0.0
474,,,0.0,,-0.0
475,,,0.0,,-0.0
476,,,0.0,,-0.0
477,,,0.0,,-0.0
478,,,0.0,,-0.0
479,,,0.0,,-0.0
480,,,0.0,,-0.0
481,,,0.0,,-0.0
482,,,0.0,,-0.0
483,,,0.0,,-0.0
484,,,0.0,,-0.0
485,,,0.0,,-0.0
486,,,0.0,,-0.0
487,,,0.0,,-0.0
488,,,0.0,,-0.0
489,,,0.0,,-0.0
490,,,0.0,,-0.0
491,,,0.0,,-0.0
492,,,0.0,,-0.0
493,,,0.0,,-0.0
494,,,0.0,,-0.0
495,,,0.0,,-0.0
496,,,0.0,,-0.0
497,,,0.0,,-0.0
498,,,0.0,,-0.0
499,,,0.0,,-0.0
500,,,0.0,,-0.0
501,,,0.0,,-0.0
502,,,0.0,,-0.0
503,,,0.0,,-0.0
504,,,0.0,,-0.0
505,,,0.0,,-0.0
506,,,0.0,,-0.0
507,,,0.0,,-0.0
508,,,0.0,,-0.0
509,,,0.0,,-0.0
510,,,0.0,,-0.0
511,,,0.0,,-0.0
512,,,0.0,,-0.0
513,,,0.0,,-0.0
514,,,0.0,,-0.0
515,,,0.0,,-0.0
516,,,0.0,,-0.0
517,,,0.0,,-0.0
518,,,0.0,,-0.0
519,,,0.0,,-0.0
520,,,0.0,,-0.0
521,,,0.0,,-0.0
522,,,0.0,,-0.0
523,,,0.0,,-0.0
524,,,0.0,,-0.0
525,,,0.0,,-0.0
526,,,0.0,,-0.0
527,,,0.0,,-0.0
528,,,0.0,,-0.0
529,,,0.0,,-0.0
530,,,0.0,,-0.0
531,,,0.0,,-0.0
532,,,0.0,,-0.0
533,,,0.0,,-0.0
534,,,0.0,,-0.0
535,,,0.0,,-0.0
536,,,0.0,,-0.0
537,,,0.0,,-0.0
538,,,0.0,,-0.0
539,,,0.0,,-0.0
540,,,0.0,,-0.0
541,,,0.0,,-0.0
542,,,0.0,,-0.0
543,,,0.0,,-0.0
544,,,0.0,,-0.0
545,,,0.0,,-0.0
546,,,0.0,,-0.0
547,,,0.0,,-0.0
548,,,0.0,,-0.0
549,,,0.0,,-0.0
550,,,0.0,,-0.0
551,,,0.0,,-0.0
552,,,0.0,,-0.0
553,,,0.0,,-0.0
554,,,0.0,,-0.0
555,,,0.0,,-0.0
556,,,0.0,,-0.0
557,,,0.0,,-0.0
558,,,0.0,,-0.0
559,,,0.0,,-0.0
560,,,0.0,,-0.0
561,,,0.0,,-0.0
562,,,0.0,,-0.0
563,,,0.0,,-0.0
564,,,0.0,,-0.0
565,,,0.0,,-0.0
566,,,0.0,,-0.0
567,,,0.0,,-0.0
568,,,0.0,,-0.0
569,,,0.0,,-0.0
570,,,0.0,,-0.0
571,,,0.0,,-0.0
572,,,0.0,,-0.0
573,,,0.0,,-0.0
574,,,0.0,,-0.0
575,,,0.0,,-0.0
576,,,0.0,,-0.0
577,,,0.0,,-0.0
578,,,0.0,,-0.0
579,,,0.0,,-0.0
580,,,0.0,,-0.0
581,,,0.0,,-0.0
582,,,0.0,,-0.0
583,,,0.0,,-0.0
584,,,0.0,,-0.0
585,,,0.0,,-0.0
586,,,0.0,,-0.0
587,,,0.0,,-0.0
588,,,0.0,,-0.0
589,,,0.0,,-0.0
590,,,0.0,,-0.0
591,,,0.0,,-0.0
592,,,0.0,,-0.0
593,,,0.0,,-0.0
594,,,0.0,,-0.0
595,,,0.0,,-0.0
596,,,0.0,,-0.0
597,,,0.0,,-0.0
598,,,0.0,,-0.0
599,,,0.0,,-0.0
600,,,0.0,,-0.0
601,,,0.0,,-0.0
602,,,0.0,,-0.0
603,,,0.0,,-0.0
604,,,0.0,,-0.0
605,,,0.0,,-0.0
606,,,0.0,,-0.0
607,,,0.0,,-0.0
608,,,0.0,,-0.0
609,,,0.0,,-0.0
610,,,0.0,,-0.0
611,,,0.0,,-0.0
612,,,0.0,,-0.0
613,,,0.0,,-0.0
614,,,0.0,,-0.0
615,,,0.0,,-0.0
616,,,0.0,,-0.0
617,,,0.0,,-0.0
618,,,0.0,,-0.0
619,,,0.0,,-0.0
620,,,0.0,,-0.0
621,,,0.0,,-0.0
622,,,0.0,,-0.0
623,,,0.0,,-0.0
624,,,0.0,,-0.0
625,,,0.0,,-0.0
626,,,0.0,,-0.0
627,,,0.0,,-0.0
628,,,0.0,,-0.0
629,,,0.0,,-0.0
630,,,0.0,,-0.0
631,,,0.0,,-0.0
632,,,0.0,,-0.0
633,,,0.0,,-0.0
634,,,0.0,,-0.0
635,,,0.0,,-0.0
636,,,0.0,,-0.0
637,,,0.0,,-0.0
638,,,0.0,,-0.0
639,,,0.0,,-0.0
640,,,0.0,,-0.0
641,,,0.0,,-0.0
642,,,0.0,,-0.0
643,,,0.0,,-0.0
644,,,0.0,,-0.0
645,,,0.0,,-0.0
646,,,0.0,,-0.0
647,,,0.0,,-0.0
648,,,0.0,,-0.0
649,,,0.0,,-0.0
650,,,0.0,,-0.0
651,,,0.0,,-0.0
652,,,0.0,,-0.0
653,,,0.0,,-0.0
654,,,0.0,,-0.0
655,,,0.0,,-0.0
656,,,0.0,,-0.0
657,,,0.0,,-0.0
658,,,0.0,,-0.0
659,,,0.0,,-0.0
660,,,0.0,,-0.0
661,,,0.0,,-0.0
662,,,0.0,,-0.0
663,,,0.0,,-0.0
664,,,0.0,,-0.0
665,,,0.0,,-0.0
666,,,0.0,,-0.0
667,,,0.0,,-0.0
668,,,0.0,,-0.0
669,,,0.0,,-0.0
670,,,0.0,,-0.0
671,,,0.0,,-0.0
672,,,0.0,,-0.0
673,,,0.0,,-0.0
674,,,0.0,,-0.0
675,,,0.0,,-0.0
676,,,0.0,,-0.0
677,,,0.0,,-0.0
678,,,0.0,,-0.0
679,,,0.0,,-0.0
680,,,0.0,,-0.0
681,,,0.0,,-0.0
682,,,0.0,,-0.0
683,,,0.0,,-0.0
684,,,0.0,,-0.0
685,,,0.0,,-0.0
686,,,0.0,,-0.0
687,,,0.0,,-0.0
688,,,0.0,,-0.0
689,,,0.0,,-0.0
690,,,0.0,,-0.0
691,,,0.0,,-0.0
692,,,0.0,,-0.0
693,,,0.0,,-0.0
694,,,0.0,,-0.0
695,,,0.0,,-0.0
696,,,0.0,,-0.0
697,,,0.0,,-0.0
698,,,0.0,,-0.0
699,,,0.0,,-0.0
700,,,0.0,,-0.0
701,,,0.0,,-0.0
702,,,0.0,,-0.0
703,,,0.0,,-0.0
704,,,0.0,,-0.0
705,,,0.0,,-0.0
706,,,0.0,,-0.0
707,,,0.0,,-0.0
708,,,0.0,,-0.0
709,,,0.0,,-0.0
710,,,0.0,,-0.0
711,,,0.0,,-0.0
712,,,0.0,,-0.0
713,,,0.0,,-0.0
714,,,0.0,,-0.0
715,,,0.0,,-0.0
716,,,0.0,,-0.0
717,,,0.0,,-0.0
718,,,0.0,,-0.0
719,,,0.0,,-0.0
720,,,0.0,,-0.0
721,,,0.0,,-0.0
722,,,0.0,,-0.0
723,,,0.0,,-0.0
724,,,0.0,,-0.0
725,,,0.0,,-0.0
726,,,0.0,,-0.0
727,,,0.0,,-0.0
728,,,0.0,,-0.0
729,,,0.0,,-0.0
730,,,0.0,,-0.0
731,,,0.0,,-0.0
732,,,0.0,,-0.0
733,,,0.0,,-0.0
734,,,0.0,,-0.0
735,,,0.0,,-0.0
736,,,0.0,,-0.0
737,,,0.0,,-0.0
738,,,0.0,,-0.0
739,,,0.0,,-0.0
740,,,0.0,,-0.0
741,,,0.0,,-0.0
742,,,0.0,,-0.0
743,,,0.0,,-0.0
744,,,0.0,,-0.0
745,,,0.0,,-0.0
746,,,0.0,,-0.0
747,,,0.0,,-0.0
748,,,0.0,,-0.0
749,,,0.0,,-0.0
750,,,0.0,,-0.0
751,,,0.0,,-0.0
752,,,0.0,,-0.0
753,,,0.0,,-0.0
754,,,0.0,,-0.0
755,,,0.0,,-0.0
756,,,0.0,,-0.0
757,,,0.0,,-0.0
758,,,0.0,,-0.0
759,,,0.0,,-0.0
760,,,0.0,,-0.0
761,,,0.0,,-0.0
762,,,0.0,,-0.0
763,,,0.0,,-0.0
764,,,0.0,,-0.0
765,,,0.0,,-0.0
766,,,0.0,,-0.0
767,,,0.0,,-0.0
768,,,0.0,,-0.0
769,,,0.0,,-0.0
770,,,0.0,,-0.0
771,,,0.0,,-0.0
772,,,0.0,,-0.0
773,,,0.0,,-0.0
774,,,0.0,,-0.0
775,,,0.0,,-0.0
776,,,0.0,,-0.0
777,,,0.0,,-0.0
778,,,0.0,,-0.0
779,,,0.0,,-0.0
780,,,0.0,,-0.0
781,,,0.0,,-0.0
782,,,0.0,,-0.0
783,,,0.0,,-0.0
784,,,0.0,,-0.0
785,,,0.0,,-0.0
786,,,0.0,,-0.0
787,,,0.0,,-0.0
788,,,0.0,,-0.0
789,,,0.0,,-0.0
790,,,0.0,,-0.0
791,,,0.0,,-0.0
792,,,0.0,,-0.0
793,,,0.0,,-0.0
794,,,0.0,,-0.0
795,,,0.0,,-0.0
796,,,0.0,,-0.0
797,,,0.0,,-0.0
798,,,0.0,,-0.0
799,,,0.0,,-0.0
800,,,0.0,,-0.0
801,,,0.0,,-0.0
802,,,0.0,,-0.0
803,,,0.0,,-0.0
804,,,0.0,,-0.0
805,,,0.0,,-0.0
806,,,0.0,,-0.0
807,,,0.0,,-0.0
808,,,0.0,,-0.0
809,,,0.0,,-0.0
810,,,0.0,,-0.0
811,,,0.0,,-0.0
812,,,0.0,,-0.0
813,,,0.0,,-0.0
814,,,0.0,,-0.0
815,,,0.0,,-0.0
816,,,0.0,,-0.0
817,,,0.0,,-0.0
818,,,0.0,,-0.0
819,,,0.0,,-0.0
820,,,0.0,,-0.0
821,,,0.0,,-0.0
822,,,0.0,,-0.0
823,,,0.0,,-0.0
824,,,0.0,,-0.0
825,,,0.0,,-0.0
826,,,0.0,,-0.0
827,,,0.0,,-0.0
828,,,0.0,,-0.0
829,,,0.0,,-0.0
830,,,0.0,,-0.0
831,,,0.0,,-0.0
832,,,0.0,,-0.0
833,,,0.0,,-0.0
834,,,0.0,,-0.0
835,,,0.0,,-0.0
836,,,0.0,,-0.0
837,,,0.0,,-0.0
838,,,0.0,,-0.0
839,,,0.0,,-0.0
840,,,0.0,,-0.0
841,,,0.0,,-0.0
842,,,0.0,,-0.0
843,,,0.0,,-0.0
844,,,0.0,,-0.0
845,,,0.0,,-0.0
846,,,0.0,,-0.0
847,,,0.0,,-0.0
848,,,0.0,,-0.0
849,,,0.0,,-0.0
850,,,0.0,,-0.0
851,,,0.0,,-0.0
852,,,0.0,,-0.0
853,,,0.0,,-0.0
854,,,0.0,,-0.0
855,,,0.0,,-0.0
856,,,0.0,,-0.0
857,,,0.0,,-0.0
858,,,0.0,,-0.0
859,,,0.0,,-0.0
860,,,0.0,,-0.0
861,,,0.0,,-0.0
862,,,0.0,,-0.0
863,,,0.0,,-0.0
864,,,0.0,,-0.0
865,,,0.0,,-0.0
866,,,0.0,,-0.0
867,,,0.0,,-0.0
868,,,0.0,,-0.0
869,,,0.0,,-0.0
870,,,0.0,,-0.0
871,,,0.0,,-0.0
872,,,0.0,,-0.0
873,,,0.0,,-0.0
874,,,0.0,,-0.0
875,,,0.0,,-0.0
876,,,0.0,,-0.0
877,,,0.0,,-0.0
878,,,0.0,,-0.0
879,,,0.0,,-0.0
880,,,0.0,,-0.0
881,,,0.0,,-0.0
882,,,0.0,,-0.0
883,,,0.0,,-0.0
884,,,0.0,,-0.0
885,,,0.0,,-0.0
886,,,0.0,,-0.0
887,,,0.0,,-0.0
888,,,0.0,,-0.0
889,,,0.0,,-0.0
890,,,0.0,,-0.0
891,,,0.0,,-0.0
892,,,0.0,,-0.0
893,,,0.0,,-0.0
894,,,0.0,,-0.0
